real_salary,predicted_salary,residuals,season,position,team
1156320,4267343.304446399,-3111023.304446399,2011,Small Forward,New Jersey Nets
1156080,4456909.201201528,-3300829.2012015283,2011,Point Guard,Dallas Mavericks
1146337,4393720.568949819,-3247383.5689498186,2011,Power Forward,LA Clippers
1146337,4330531.936698109,-3184194.936698109,2011,Shooting Guard,Miami Heat
1123680,4583286.465704948,-3459606.4657049477,2011,Forward,Memphis Grizzlies
1117680,4646475.097956657,-3528795.0979566574,2011,Center,Chicago Bulls
1110120,4330531.936698109,-3220411.936698109,2011,Shooting Guard,Dallas Mavericks
1108680,4393720.568949819,-3285040.5689498186,2011,Power Forward,Charlotte Bobcats
1087500,4646475.097956657,-3558975.0979566574,2011,Center,Utah Jazz
1085400,4267343.304446399,-3181943.304446399,2011,Small Forward,Memphis Grizzlies
1078800,4330531.936698109,-3251731.936698109,2011,Shooting Guard,Minnesota Timberwolves
1073280,4583286.465704948,-3510006.4657049477,2011,Forward,New Orleans Hornets
1071720,4267343.304446399,-3195623.304446399,2011,Small Forward,Minnesota Timberwolves
1071000,4456909.201201528,-3385909.2012015283,2011,Point Guard,New York Knicks
1042320,4520097.833453238,-3477777.833453238,2011,Guard,Washington Wizards
1035960,4456909.201201528,-3420949.2012015283,2011,Point Guard,Memphis Grizzlies
1033342,4267343.304446399,-3234001.304446399,2011,Small Forward,New Jersey Nets
1030189,4583286.465704948,-3553097.4657049477,2011,Forward,Washington Wizards
1029389,4267343.304446399,-3237954.304446399,2011,Small Forward,Cleveland Cavaliers
1028840,4646475.097956657,-3617635.0979566574,2011,Center,New Orleans Hornets
1028400,4646475.097956657,-3618075.0979566574,2011,Center,Washington Wizards
1020960,4267343.304446399,-3246383.304446399,2011,Small Forward,Cleveland Cavaliers
1020960,4267343.304446399,-3246383.304446399,2011,Small Forward,Minnesota Timberwolves
1000000,4393720.568949819,-3393720.5689498186,2011,Power Forward,Milwaukee Bucks
992680,4267343.304446399,-3274663.304446399,2011,Small Forward,New Jersey Nets
992680,4393720.568949819,-3401040.5689498186,2011,Power Forward,Denver Nuggets
992680,4267343.304446399,-3274663.304446399,2011,Small Forward,Cleveland Cavaliers
937195,4456909.201201528,-3519714.2012015283,2011,Point Guard,Portland Trail Blazers
930700,4267343.304446399,-3336643.304446399,2011,Small Forward,Sacramento Kings
918000,4646475.097956657,-3728475.0979566574,2011,Center,San Antonio Spurs
886000,4267343.304446399,-3381343.304446399,2011,Small Forward,Memphis Grizzlies
885120,4646475.097956657,-3761355.0979566574,2011,Center,Dallas Mavericks
885120,4267343.304446399,-3382223.304446399,2011,Small Forward,Miami Heat
885120,4393720.568949819,-3508600.5689498186,2011,Power Forward,New Orleans Hornets
885120,4393720.568949819,-3508600.5689498186,2011,Power Forward,Indiana Pacers
884881,4330531.936698109,-3445650.936698109,2011,Shooting Guard,Atlanta Hawks
855189,4330531.936698109,-3475342.936698109,2011,Shooting Guard,Sacramento Kings
855189,4583286.465704948,-3728097.4657049477,2011,Forward,San Antonio Spurs
855189,4646475.097956657,-3791286.0979566574,2011,Center,New York Knicks
855189,4330531.936698109,-3475342.936698109,2011,Shooting Guard,Chicago Bulls
855189,4330531.936698109,-3475342.936698109,2011,Shooting Guard,Golden State Warriors
854389,4456909.201201528,-3602520.2012015283,2011,Point Guard,Washington Wizards
854389,4267343.304446399,-3412954.304446399,2011,Small Forward,Memphis Grizzlies
854389,4330531.936698109,-3476142.936698109,2011,Shooting Guard,Utah Jazz
854389,4520097.833453238,-3665708.833453238,2011,Guard,Miami Heat
854389,4267343.304446399,-3412954.304446399,2011,Small Forward,Miami Heat
854389,4393720.568949819,-3539331.5689498186,2011,Power Forward,Sacramento Kings
854389,4646475.097956657,-3792086.0979566574,2011,Center,Miami Heat
854389,4646475.097956657,-3792086.0979566574,2011,Center,Denver Nuggets
854389,4267343.304446399,-3412954.304446399,2011,Small Forward,Houston Rockets
854389,4393720.568949819,-3539331.5689498186,2011,Power Forward,Utah Jazz
854389,4330531.936698109,-3476142.936698109,2011,Shooting Guard,San Antonio Spurs
854389,4330531.936698109,-3476142.936698109,2011,Shooting Guard,Detroit Pistons
854389,4267343.304446399,-3412954.304446399,2011,Small Forward,Sacramento Kings
854389,4646475.097956657,-3792086.0979566574,2011,Center,Sacramento Kings
854389,4456909.201201528,-3602520.2012015283,2011,Point Guard,Sacramento Kings
854389,4456909.201201528,-3602520.2012015283,2011,Point Guard,Denver Nuggets
854389,4646475.097956657,-3792086.0979566574,2011,Center,Portland Trail Blazers
854389,4456909.201201528,-3602520.2012015283,2011,Point Guard,Utah Jazz
854389,4330531.936698109,-3476142.936698109,2011,Shooting Guard,Toronto Raptors
854389,4646475.097956657,-3792086.0979566574,2011,Center,Charlotte Bobcats
854389,4646475.097956657,-3792086.0979566574,2011,Center,Utah Jazz
854389,4646475.097956657,-3792086.0979566574,2011,Center,Philadelphia 76ers
854389,4330531.936698109,-3476142.936698109,2011,Shooting Guard,Boston Celtics
854389,4393720.568949819,-3539331.5689498186,2011,Power Forward,Orlando Magic
854389,4646475.097956657,-3792086.0979566574,2011,Center,New Orleans Hornets
854389,4646475.097956657,-3792086.0979566574,2011,Center,LA Clippers
854389,4646475.097956657,-3792086.0979566574,2011,Center,Atlanta Hawks
854389,4267343.304446399,-3412954.304446399,2011,Small Forward,Miami Heat
854389,4646475.097956657,-3792086.0979566574,2011,Center,New York Knicks
854389,4267343.304446399,-3412954.304446399,2011,Small Forward,New York Knicks
854389,4267343.304446399,-3412954.304446399,2011,Small Forward,Minnesota Timberwolves
854389,4456909.201201528,-3602520.2012015283,2011,Point Guard,San Antonio Spurs
854389,4393720.568949819,-3539331.5689498186,2011,Power Forward,Atlanta Hawks
854389,4267343.304446399,-3412954.304446399,2011,Small Forward,New York Knicks
854389,4393720.568949819,-3539331.5689498186,2011,Power Forward,Miami Heat
854389,4393720.568949819,-3539331.5689498186,2011,Power Forward,New Jersey Nets
854389,4646475.097956657,-3792086.0979566574,2011,Center,Los Angeles Lakers
854389,4267343.304446399,-3412954.304446399,2011,Small Forward,San Antonio Spurs
854389,4393720.568949819,-3539331.5689498186,2011,Power Forward,Sacramento Kings
854389,4393720.568949819,-3539331.5689498186,2011,Power Forward,Milwaukee Bucks
854389,4456909.201201528,-3602520.2012015283,2011,Point Guard,Milwaukee Bucks
854389,4267343.304446399,-3412954.304446399,2011,Small Forward,Golden State Warriors
854389,4393720.568949819,-3539331.5689498186,2011,Power Forward,Washington Wizards
854389,4393720.568949819,-3539331.5689498186,2011,Power Forward,Washington Wizards
854389,4393720.568949819,-3539331.5689498186,2011,Power Forward,Toronto Raptors
854389,4456909.201201528,-3602520.2012015283,2011,Point Guard,New York Knicks
854389,4330531.936698109,-3476142.936698109,2011,Shooting Guard,Boston Celtics
854389,4393720.568949819,-3539331.5689498186,2011,Power Forward,Dallas Mavericks
854389,4393720.568949819,-3539331.5689498186,2011,Power Forward,Dallas Mavericks
854389,4393720.568949819,-3539331.5689498186,2011,Power Forward,Chicago Bulls
854389,4393720.568949819,-3539331.5689498186,2011,Power Forward,Chicago Bulls
854389,4330531.936698109,-3476142.936698109,2011,Shooting Guard,Milwaukee Bucks
854389,4330531.936698109,-3476142.936698109,2011,Shooting Guard,Phoenix Suns
854389,4646475.097956657,-3792086.0979566574,2011,Center,Atlanta Hawks
825497,4646475.097956657,-3820978.0979566574,2011,Center,Washington Wizards
825497,4456909.201201528,-3631412.2012015283,2011,Point Guard,Oklahoma City Thunder
825497,4267343.304446399,-3441846.304446399,2011,Small Forward,Oklahoma City Thunder
825497,4267343.304446399,-3441846.304446399,2011,Small Forward,Sacramento Kings
825497,4646475.097956657,-3820978.0979566574,2011,Center,Golden State Warriors
825497,4393720.568949819,-3568223.5689498186,2011,Power Forward,Chicago Bulls
825497,4330531.936698109,-3505034.936698109,2011,Shooting Guard,New York Knicks
825497,4456909.201201528,-3631412.2012015283,2011,Point Guard,New Orleans Pelicans
825497,4330531.936698109,-3505034.936698109,2011,Shooting Guard,LA Clippers
825497,4393720.568949819,-3568223.5689498186,2011,Power Forward,Golden State Warriors
825497,4330531.936698109,-3505034.936698109,2011,Shooting Guard,Denver Nuggets
825497,4330531.936698109,-3505034.936698109,2011,Shooting Guard,Phoenix Suns
825497,4456909.201201528,-3631412.2012015283,2011,Point Guard,Boston Celtics
804131,4456909.201201528,-3652778.2012015283,2011,Point Guard,San Antonio Spurs
799105,4393720.568949819,-3594615.5689498186,2011,Power Forward,Portland Trail Blazers
780871,4267343.304446399,-3486472.304446399,2011,Small Forward,Houston Rockets
780871,4330531.936698109,-3549660.936698109,2011,Shooting Guard,Sacramento Kings
762195,4267343.304446399,-3505148.304446399,2011,Small Forward,Memphis Grizzlies
762195,4520097.833453238,-3757902.833453238,2011,Guard,Philadelphia 76ers
762195,4646475.097956657,-3884280.0979566574,2011,Center,Utah Jazz
762195,4583286.465704948,-3821091.4657049477,2011,Forward,Charlotte Bobcats
762195,4267343.304446399,-3505148.304446399,2011,Small Forward,Charlotte Bobcats
762195,4646475.097956657,-3884280.0979566574,2011,Center,New Orleans Pelicans
762195,4646475.097956657,-3884280.0979566574,2011,Center,Portland Trail Blazers
762195,4456909.201201528,-3694714.2012015283,2011,Point Guard,Indiana Pacers
762195,4393720.568949819,-3631525.5689498186,2011,Power Forward,Phoenix Suns
762195,4267343.304446399,-3505148.304446399,2011,Small Forward,Detroit Pistons
762195,4330531.936698109,-3568336.936698109,2011,Shooting Guard,Sacramento Kings
762195,4204154.672194719,-3441959.6721947193,2011,,null Unknown
762195,4583286.465704948,-3821091.4657049477,2011,Forward,LA Clippers
762195,4583286.465704948,-3821091.4657049477,2011,Forward,Golden State Warriors
762195,4267343.304446399,-3505148.304446399,2011,Small Forward,Golden State Warriors
762195,4204154.672194719,-3441959.6721947193,2011,,null Unknown
762195,4520097.833453238,-3757902.833453238,2011,Guard,Boston Celtics
750000,4520097.833453238,-3770097.833453238,2011,Guard,Indiana Pacers
736420,4330531.936698109,-3594111.936698109,2011,Shooting Guard,Charlotte Hornets
736420,4456909.201201528,-3720489.2012015283,2011,Point Guard,LA Clippers
736420,4330531.936698109,-3594111.936698109,2011,Shooting Guard,New York Knicks
736420,4330531.936698109,-3594111.936698109,2011,Shooting Guard,Los Angeles Lakers
736420,4393720.568949819,-3657300.5689498186,2011,Power Forward,Detroit Pistons
736420,4330531.936698109,-3594111.936698109,2011,Shooting Guard,Chicago Bulls
736420,4267343.304446399,-3530923.304446399,2011,Small Forward,Madrid Real Madrid
730437,4646475.097956657,-3916038.0979566574,2011,Center,Sacramento Kings
713666,4646475.097956657,-3932809.0979566574,2011,Center,Miami Heat
708640,4583286.465704948,-3874646.4657049477,2011,Forward,San Antonio Spurs
679821,4456909.201201528,-3777088.2012015283,2011,Point Guard,Oklahoma City Thunder
670000,4646475.097956657,-3976475.0979566574,2011,Center,Toronto Raptors
668434,4393720.568949819,-3725286.5689498186,2011,Power Forward,Milwaukee Bucks
650686,4330531.936698109,-3679845.936698109,2011,Shooting Guard,Philadelphia 76ers
641141,4267343.304446399,-3626202.304446399,2011,Small Forward,Washington Wizards
633253,4456909.201201528,-3823656.2012015283,2011,Point Guard,Memphis Grizzlies
600000,4330531.936698109,-3730531.936698109,2011,Shooting Guard,New York Knicks
567917,4393720.568949819,-3825803.5689498186,2011,Power Forward,LA Clippers
525000,4456909.201201528,-3931909.2012015283,2011,Point Guard,San Antonio Spurs
524964,4456909.201201528,-3931945.2012015283,2011,Point Guard,Memphis Grizzlies
515603,4330531.936698109,-3814928.936698109,2011,Shooting Guard,Washington Wizards
500000,4330531.936698109,-3830531.936698109,2011,Shooting Guard,LA Clippers
500000,4393720.568949819,-3893720.5689498186,2011,Power Forward,Cleveland Cavaliers
482478,4330531.936698109,-3848053.936698109,2011,Shooting Guard,Atlanta Hawks
473604,4456909.201201528,-3983305.2012015283,2011,Point Guard,Charlotte Bobcats
473604,4520097.833453238,-4046493.833453238,2011,Guard,Golden State Warriors
473604,4330531.936698109,-3856927.936698109,2011,Shooting Guard,New York Knicks
473604,4456909.201201528,-3983305.2012015283,2011,Point Guard,Memphis Grizzlies
473604,4646475.097956657,-4172871.0979566574,2011,Center,Washington Wizards
473604,4456909.201201528,-3983305.2012015283,2011,Point Guard,Sacramento Kings
473604,4330531.936698109,-3856927.936698109,2011,Shooting Guard,Phoenix Suns
473604,4646475.097956657,-4172871.0979566574,2011,Center,Phoenix Suns
473604,4393720.568949819,-3920116.5689498186,2011,Power Forward,Phoenix Suns
473604,4456909.201201528,-3983305.2012015283,2011,Point Guard,Portland Trail Blazers
473604,4204154.672194719,-3730550.6721947193,2011,,null Unknown
473604,4204154.672194719,-3730550.6721947193,2011,,null Unknown
473604,4330531.936698109,-3856927.936698109,2011,Shooting Guard,Milwaukee Bucks
473604,4204154.672194719,-3730550.6721947193,2011,,null Unknown
473604,4393720.568949819,-3920116.5689498186,2011,Power Forward,Los Angeles Lakers
473604,4456909.201201528,-3983305.2012015283,2011,Point Guard,LA Clippers
473604,4583286.465704948,-4109682.4657049477,2011,Forward,Denver Nuggets
473604,4520097.833453238,-4046493.833453238,2011,Guard,Denver Nuggets
473604,4330531.936698109,-3856927.936698109,2011,Shooting Guard,Denver Nuggets
473604,4456909.201201528,-3983305.2012015283,2011,Point Guard,New Jersey Nets
473604,4456909.201201528,-3983305.2012015283,2011,Point Guard,Cleveland Cavaliers
473604,4267343.304446399,-3793739.304446399,2011,Small Forward,Los Angeles Lakers
473604,4393720.568949819,-3920116.5689498186,2011,Power Forward,Cleveland Cavaliers
473604,4646475.097956657,-4172871.0979566574,2011,Center,Cleveland Cavaliers
473604,4583286.465704948,-4109682.4657049477,2011,Forward,Utah Jazz
473604,4267343.304446399,-3793739.304446399,2011,Small Forward,Atlanta Hawks
473604,4646475.097956657,-4172871.0979566574,2011,Center,Miami Heat
457588,4267343.304446399,-3809755.304446399,2011,Small Forward,Memphis Grizzlies
457588,4267343.304446399,-3809755.304446399,2011,Small Forward,Utah Jazz
457588,4267343.304446399,-3809755.304446399,2011,Small Forward,Milwaukee Bucks
457588,4204154.672194719,-3746566.6721947193,2011,,null Unknown
402065,4267343.304446399,-3865278.304446399,2011,Small Forward,Toronto Raptors
306575,4267343.304446399,-3960768.304446399,2011,Small Forward,San Antonio Spurs
226162,4456909.201201528,-4230747.201201528,2011,Point Guard,Washington Wizards
221136,4393720.568949819,-4172584.5689498186,2011,Power Forward,New York Knicks
216110,4456909.201201528,-4240799.201201528,2011,Point Guard,Washington Wizards
216110,4393720.568949819,-4177610.5689498186,2011,Power Forward,New Jersey Nets
211084,4393720.568949819,-4182636.5689498186,2011,Power Forward,Charlotte Bobcats
211084,4330531.936698109,-4119447.936698109,2011,Shooting Guard,Dallas Mavericks
211084,4267343.304446399,-4056259.304446399,2011,Small Forward,LA Clippers
211084,4267343.304446399,-4056259.304446399,2011,Small Forward,Washington Wizards
208802,4456909.201201528,-4248107.201201528,2011,Point Guard,Portland Trail Blazers
201033,4393720.568949819,-4192687.5689498186,2011,Power Forward,Memphis Grizzlies
196007,4456909.201201528,-4260902.201201528,2011,Point Guard,Miami Heat
186656,4456909.201201528,-4270253.201201528,2011,Point Guard,Phoenix Suns
168579,4456909.201201528,-4288330.201201528,2011,Point Guard,Charlotte Hornets
133723,4267343.304446399,-4133620.304446399,2011,Small Forward,Golden State Warriors
130165,4456909.201201528,-4326744.201201528,2011,Point Guard,Chicago Bulls
130022,4330531.936698109,-4200509.936698109,2011,Shooting Guard,San Antonio Spurs
125000,4204154.672194719,-4079154.6721947193,2011,,null Unknown
112088,4456909.201201528,-4344821.201201528,2011,Point Guard,Toronto Raptors
88363,4646475.097956657,-4558112.097956657,2011,Center,Portland Trail Blazers
80703,4330531.936698109,-4249828.936698109,2011,Shooting Guard,Charlotte Bobcats
40375,4520097.833453238,-4479722.833453238,2011,Guard,Cleveland Cavaliers
35868,4330531.936698109,-4294663.936698109,2011,Shooting Guard,Washington Wizards
25073,4267343.304446399,-4242270.304446399,2011,Small Forward,New Orleans Hornets
25000,4646475.097956657,-4621475.097956657,2011,Center,Utah Jazz
22287,4267343.304446399,-4245056.304446399,2011,Small Forward,Washington Wizards
20103,4330531.936698109,-4310428.936698109,2011,Shooting Guard,New Jersey Nets
15000,4267343.304446399,-4252343.304446399,2011,Small Forward,Houston Rockets
13930,4330531.936698109,-4316601.936698109,2011,Shooting Guard,San Antonio Spurs
11679,4646475.097956657,-4634796.097956657,2011,Center,Portland Trail Blazers
8967,4330531.936698109,-4321564.936698109,2011,Shooting Guard,Toronto Raptors
8358,4204154.672194719,-4195796.672194719,2011,,null Unknown
25244493,4373241.353687704,20871251.646312296,2012,Small Forward,Los Angeles Lakers
21247044,4499618.618191123,16747425.381808877,2012,Power Forward,Boston Celtics
21164619,4752373.147197962,16412245.852802038,2012,Center,San Antonio Spurs
21136631,4499618.618191123,16637012.381808877,2012,Power Forward,Washington Wizards
19092873,4689184.514946252,14403688.485053748,2012,Forward,Dallas Mavericks
18714150,4499618.618191123,14214531.381808877,2012,Power Forward,Los Angeles Lakers
18518574,4499618.618191123,14018955.381808877,2012,Power Forward,New York Knicks
18217705,4752373.147197962,13465331.852802038,2012,Center,New York Knicks
18160355,4499618.618191123,13660736.381808877,2012,Power Forward,Philadelphia 76ers
18091770,4752373.147197962,13339396.852802038,2012,Center,Orlando Magic
18038573,4625995.882694542,13412577.117305458,2012,Guard,Atlanta Hawks
17823000,4373241.353687704,13449758.646312296,2012,Small Forward,Philadelphia 76ers
17545000,4499618.618191123,13045381.381808877,2012,Power Forward,Miami Heat
17545000,4373241.353687704,13171758.646312296,2012,Small Forward,Miami Heat
16359805,4562807.250442833,11796997.749557167,2012,Point Guard,LA Clippers
16359805,4562807.250442833,11796997.749557167,2012,Point Guard,New Jersey Nets
15691000,4625995.882694542,11065004.117305458,2012,Guard,Miami Heat
15506632,4373241.353687704,11133390.646312296,2012,Small Forward,Oklahoma City Thunder
15333334,4373241.353687704,10960092.646312296,2012,Small Forward,Boston Celtics
15200000,4689184.514946252,10510815.485053748,2012,Forward,Memphis Grizzlies
15076715,4499618.618191123,10577096.381808877,2012,Power Forward,Cleveland Cavaliers
15032144,4373241.353687704,10658902.646312296,2012,Small Forward,Memphis Grizzlies
15032144,4436429.985939413,10595714.014060587,2012,Shooting Guard,Minnesota Timberwolves
15000000,4752373.147197962,10247626.852802038,2012,Center,Utah Jazz
14900000,4752373.147197962,10147626.852802038,2012,Center,Los Angeles Lakers
14718250,4436429.985939413,10281820.014060587,2012,Shooting Guard,Philadelphia 76ers
14107492,4625995.882694542,9481496.117305458,2012,Guard,San Antonio Spurs
14030000,4752373.147197962,9277626.852802038,2012,Center,New Orleans Hornets
14000000,4499618.618191123,9500381.381808877,2012,Power Forward,Portland Trail Blazers
13500000,4499618.618191123,9000381.381808877,2012,Power Forward,Chicago Bulls
13107837,4752373.147197962,8355463.852802038,2012,Center,New York Knicks
13000000,4752373.147197962,8247626.852802038,2012,Center,Washington Wizards
12922194,4752373.147197962,8169820.852802038,2012,Center,Memphis Grizzlies
12642500,4752373.147197962,7890126.852802038,2012,Center,New Orleans Hornets
12500000,4625995.882694542,7874004.117305458,2012,Guard,San Antonio Spurs
12498483,4499618.618191123,7998864.381808877,2012,Power Forward,Atlanta Hawks
12400000,4499618.618191123,7900381.381808877,2012,Power Forward,Atlanta Hawks
12325000,4689184.514946252,7635815.485053748,2012,Forward,Chicago Bulls
12015904,4373241.353687704,7642662.646312296,2012,Small Forward,Indiana Pacers
12000000,4752373.147197962,7247626.852802038,2012,Center,Chicago Bulls
12000000,4752373.147197962,7247626.852802038,2012,Center,Milwaukee Bucks
11689062,4562807.250442833,7126254.749557167,2012,Point Guard,Phoenix Suns
11610000,4499618.618191123,7110381.381808877,2012,Power Forward,Golden State Warriors
11600000,4436429.985939413,7163570.014060587,2012,Shooting Guard,Detroit Pistons
11519840,4436429.985939413,7083410.014060587,2012,Shooting Guard,Houston Rockets
11227250,4752373.147197962,6474876.852802038,2012,Center,Portland Trail Blazers
11158000,4625995.882694542,6532004.117305458,2012,Guard,Dallas Mavericks
11015850,4373241.353687704,6642608.646312296,2012,Small Forward,Orlando Magic
11000000,4436429.985939413,6563570.014060587,2012,Shooting Guard,Milwaukee Bucks
10890000,4752373.147197962,6137626.852802038,2012,Center,New Jersey Nets
10561982,4625995.882694542,5935986.117305458,2012,Guard,Toronto Raptors
10262069,4373241.353687704,5888827.646312296,2012,Small Forward,Charlotte Bobcats
10121000,4562807.250442833,5558192.749557167,2012,Point Guard,Dallas Mavericks
10079404,4752373.147197962,5327030.852802038,2012,Center,LA Clippers
10045454,4562807.250442833,5482646.749557167,2012,Point Guard,Boston Celtics
10000000,4752373.147197962,5247626.852802038,2012,Center,Toronto Raptors
10000000,4436429.985939413,5563570.014060587,2012,Shooting Guard,Boston Celtics
10000000,4689184.514946252,5310815.485053748,2012,Forward,Indiana Pacers
9500000,4373241.353687704,5126758.646312296,2012,Small Forward,Portland Trail Blazers
9500000,4436429.985939413,5063570.014060587,2012,Shooting Guard,LA Clippers
9319000,4625995.882694542,4693004.117305458,2012,Guard,Utah Jazz
9282000,4689184.514946252,4592815.485053748,2012,Forward,San Antonio Spurs
9000000,4752373.147197962,4247626.852802038,2012,Center,Golden State Warriors
8900000,4499618.618191123,4400381.381808877,2012,Power Forward,Dallas Mavericks
8603633,4499618.618191123,4104014.381808877,2012,Power Forward,Utah Jazz
8600000,4625995.882694542,3974004.1173054576,2012,Guard,Orlando Magic
8591793,4499618.618191123,4092174.381808877,2012,Power Forward,Houston Rockets
8500000,4499618.618191123,4000381.381808877,2012,Power Forward,New Orleans Hornets
8500000,4562807.250442833,3937192.7495571673,2012,Point Guard,Detroit Pistons
8500000,4562807.250442833,3937192.7495571673,2012,Point Guard,LA Clippers
8083000,4373241.353687704,3709758.6463122964,2012,Small Forward,Sacramento Kings
8039130,4499618.618191123,3539511.381808877,2012,Power Forward,Philadelphia 76ers
8022449,4436429.985939413,3586019.0140605867,2012,Shooting Guard,Dallas Mavericks
8000000,4373241.353687704,3626758.6463122964,2012,Small Forward,LA Clippers
8000000,4499618.618191123,3500381.381808877,2012,Power Forward,New Jersey Nets
8000000,4436429.985939413,3563570.0140605867,2012,Shooting Guard,Atlanta Hawks
7967375,4752373.147197962,3215001.852802038,2012,Center,Miami Heat
7807728,4562807.250442833,3244920.7495571673,2012,Point Guard,Denver Nuggets
7750000,4625995.882694542,3124004.1173054576,2012,Guard,Denver Nuggets
7700000,4752373.147197962,2947626.852802038,2012,Center,Cleveland Cavaliers
7624500,4752373.147197962,2872126.852802038,2012,Center,Dallas Mavericks
7600000,4436429.985939413,3163570.0140605867,2012,Shooting Guard,Toronto Raptors
7595600,4373241.353687704,3222358.6463122964,2012,Small Forward,Indiana Pacers
7560000,4625995.882694542,2934004.1173054576,2012,Guard,Portland Trail Blazers
7540000,4499618.618191123,3040381.381808877,2012,Power Forward,Detroit Pistons
7525000,4436429.985939413,3088570.0140605867,2012,Shooting Guard,Sacramento Kings
7500000,4499618.618191123,3000381.381808877,2012,Power Forward,Atlanta Hawks
7305785,4499618.618191123,2806166.381808877,2012,Power Forward,Charlotte Bobcats
7258960,4752373.147197962,2506586.852802038,2012,Center,Phoenix Suns
7123626,4752373.147197962,2371252.852802038,2012,Center,Oklahoma City Thunder
7100000,4562807.250442833,2537192.7495571673,2012,Point Guard,Brooklyn Nets
7000000,4752373.147197962,2247626.852802038,2012,Center,Houston Rockets
6993708,4562807.250442833,2430900.7495571673,2012,Point Guard,Chicago Bulls
6925400,4562807.250442833,2362592.7495571673,2012,Point Guard,Milwaukee Bucks
6925400,4752373.147197962,2173026.852802038,2012,Center,Charlotte Bobcats
6790640,4373241.353687704,2417398.6463122964,2012,Small Forward,New Orleans Hornets
6790640,4373241.353687704,2417398.6463122964,2012,Small Forward,Los Angeles Lakers
6750000,4752373.147197962,1997626.8528020382,2012,Center,Golden State Warriors
6750000,4436429.985939413,2313570.0140605867,2012,Shooting Guard,Orlando Magic
6665000,4436429.985939413,2228570.0140605867,2012,Shooting Guard,Oklahoma City Thunder
6650000,4373241.353687704,2276758.6463122964,2012,Small Forward,Philadelphia 76ers
6611571,4562807.250442833,2048763.7495571673,2012,Point Guard,Memphis Grizzlies
6600000,4752373.147197962,1847626.8528020382,2012,Center,Chicago Bulls
6505320,4436429.985939413,2068890.0140605867,2012,Shooting Guard,Portland Trail Blazers
6500000,4373241.353687704,2126758.6463122964,2012,Small Forward,Phoenix Suns
6500000,4689184.514946252,1810815.485053748,2012,Forward,Phoenix Suns
6442083,4752373.147197962,1689709.8528020382,2012,Center,Washington Wizards
6322320,4499618.618191123,1822701.381808877,2012,Power Forward,New York Knicks
6300000,4499618.618191123,1800381.381808877,2012,Power Forward,Orlando Magic
6292135,4373241.353687704,1918893.6463122964,2012,Small Forward,Detroit Pistons
6262347,4373241.353687704,1889105.6463122964,2012,Small Forward,Minnesota Timberwolves
6226200,4499618.618191123,1726581.381808877,2012,Power Forward,Milwaukee Bucks
6226200,4499618.618191123,1726581.381808877,2012,Power Forward,Denver Nuggets
6226200,4752373.147197962,1473826.8528020382,2012,Center,Boston Celtics
6100000,4436429.985939413,1663570.0140605867,2012,Shooting Guard,Sacramento Kings
6000000,4689184.514946252,1310815.485053748,2012,Forward,Toronto Raptors
6000000,4689184.514946252,1310815.485053748,2012,Forward,Phoenix Suns
5971363,4373241.353687704,1598121.6463122964,2012,Small Forward,Los Angeles Lakers
5750000,4562807.250442833,1187192.7495571673,2012,Point Guard,Houston Rockets
5731080,4499618.618191123,1231461.381808877,2012,Power Forward,LA Clippers
5632637,4436429.985939413,1196207.0140605867,2012,Shooting Guard,Memphis Grizzlies
5543116,4752373.147197962,790742.8528020382,2012,Center,Bilbao Basket Bilbao Basket
5530080,4562807.250442833,967272.7495571673,2012,Point Guard,Washington Wizards
5516664,4373241.353687704,1143422.6463122964,2012,Small Forward,Denver Nuggets
5486250,4499618.618191123,986631.381808877,2012,Power Forward,Sacramento Kings
5475113,4436429.985939413,1038683.0140605867,2012,Shooting Guard,New York Knicks
5400000,4436429.985939413,963570.0140605867,2012,Shooting Guard,Miami Heat
5395000,4436429.985939413,958570.0140605867,2012,Shooting Guard,Orlando Magic
5293080,4436429.985939413,856650.0140605867,2012,Shooting Guard,Philadelphia 76ers
5256000,4373241.353687704,882758.6463122964,2012,Small Forward,Minnesota Timberwolves
5251825,4625995.882694542,625829.1173054576,2012,Guard,Sacramento Kings
5220000,4499618.618191123,720381.381808877,2012,Power Forward,San Antonio Spurs
5209454,4562807.250442833,646646.7495571673,2012,Point Guard,Atlanta Hawks
5176000,4436429.985939413,739570.0140605867,2012,Shooting Guard,Philadelphia 76ers
5144280,4562807.250442833,581472.7495571673,2012,Point Guard,Cleveland Cavaliers
5127720,4752373.147197962,375346.8528020382,2012,Center,Portland Trail Blazers
5082416,4562807.250442833,519608.7495571673,2012,Point Guard,Oklahoma City Thunder
5000000,4499618.618191123,500381.381808877,2012,Power Forward,Detroit Pistons
5000000,4436429.985939413,563570.0140605867,2012,Shooting Guard,Portland Trail Blazers
5000000,4436429.985939413,563570.0140605867,2012,Shooting Guard,Chicago Bulls
5000000,4499618.618191123,500381.381808877,2012,Power Forward,Milwaukee Bucks
5000000,4436429.985939413,563570.0140605867,2012,Shooting Guard,Chicago Bulls
5000000,4625995.882694542,374004.1173054576,2012,Guard,New Orleans Hornets
4847586,4562807.250442833,284778.7495571673,2012,Point Guard,New Orleans Pelicans
4818000,4499618.618191123,318381.381808877,2012,Power Forward,Philadelphia 76ers
4776500,4752373.147197962,24126.852802038193,2012,Center,Minnesota Timberwolves
4753320,4752373.147197962,946.8528020381927,2012,Center,Utah Jazz
