real_salary,predicted_salary,residuals,season,position,team
6434520,5304093.595131934,1130426.4048680663,2019,Point Guard,Philadelphia 76ers
6300000,5367282.227383643,932717.7726163566,2019,Guard,LA Clippers
6153846,5177716.330628544,976129.6693714559,2019,Shooting Guard,San Antonio Spurs
6134520,5430470.859635353,704049.1403646469,2019,Forward,Washington Wizards
6041520,5177716.330628544,863803.6693714559,2019,Shooting Guard,Phoenix Suns
6000000,5367282.227383643,632717.7726163566,2019,Guard,Philadelphia 76ers
6000000,5304093.595131934,695906.4048680663,2019,Point Guard,Detroit Pistons
6000000,5240904.962880224,759095.037119776,2019,Power Forward,LA Clippers
5915040,5240904.962880224,674135.037119776,2019,Power Forward,Memphis Grizzlies
5757120,5114527.698376834,642592.3016231656,2019,Small Forward,Los Angeles Lakers
5697054,5240904.962880224,456149.037119776,2019,Power Forward,Dallas Mavericks
5470920,5304093.595131934,166826.4048680663,2019,Point Guard,Sacramento Kings
5460000,5114527.698376834,345472.3016231656,2019,Small Forward,Sacramento Kings
5455236,5367282.227383643,87953.77261635661,2019,Guard,Oklahoma City Thunder
5451600,5240904.962880224,210695.037119776,2019,Power Forward,Oklahoma City Thunder
5450000,5430470.859635353,19529.14036464691,2019,Forward,Washington Wizards
5375000,5114527.698376834,260472.3016231656,2019,Small Forward,Boston Celtics
5356440,5304093.595131934,52346.40486806631,2019,Point Guard,Atlanta Hawks
5337000,5493659.491887063,-156659.4918870628,2019,Center,Golden State Warriors
5337000,5493659.491887063,-156659.4918870628,2019,Center,Washington Wizards
5285394,5493659.491887063,-208265.4918870628,2019,Center,LA Clippers
5250000,5114527.698376834,135472.3016231656,2019,Small Forward,Utah Jazz
5193600,5493659.491887063,-300059.4918870628,2019,Center,Boston Celtics
5169960,5177716.330628544,-7756.330628544092,2019,Shooting Guard,Boston Celtics
5027028,5304093.595131934,-277065.5951319337,2019,Point Guard,LA Clippers
5000000,5367282.227383643,-367282.2273836434,2019,Guard,Charlotte Hornets
5000000,5240904.962880224,-240904.962880224,2019,Power Forward,Philadelphia 76ers
5000000,5493659.491887063,-493659.4918870628,2019,Center,Brooklyn Nets
5000000,5430470.859635353,-430470.8596353531,2019,Forward,Dallas Mavericks
4996000,5430470.859635353,-434470.8596353531,2019,Forward,Oklahoma City Thunder
4969080,5240904.962880224,-271824.962880224,2019,Power Forward,Orlando Magic
4865040,5493659.491887063,-628619.4918870628,2019,Center,Orlando Magic
4750000,5240904.962880224,-490904.962880224,2019,Power Forward,Minnesota Timberwolves
4696875,5493659.491887063,-796784.4918870628,2019,Center,Sacramento Kings
4661280,5430470.859635353,-769190.8596353531,2019,Forward,Phoenix Suns
4536120,5240904.962880224,-704784.962880224,2019,Power Forward,Chicago Bulls
4449000,5493659.491887063,-1044659.4918870628,2019,Center,Brooklyn Nets
4449000,5493659.491887063,-1044659.4918870628,2019,Center,Indiana Pacers
4449000,5367282.227383643,-918282.2273836434,2019,Guard,Los Angeles Lakers
4441200,5493659.491887063,-1052459.4918870628,2019,Center,Chicago Bulls
4384616,5114527.698376834,-729911.6983768344,2019,Small Forward,Memphis Grizzlies
4350000,5493659.491887063,-1143659.4918870628,2019,Center,Atlanta Hawks
4320500,5240904.962880224,-920404.962880224,2019,Power Forward,Philadelphia 76ers
4320500,5240904.962880224,-920404.962880224,2019,Power Forward,LA Clippers
4294480,5304093.595131934,-1009613.5951319337,2019,Point Guard,New York Knicks
4221000,5304093.595131934,-1083093.5951319337,2019,Point Guard,Chicago Bulls
4155720,5304093.595131934,-1148373.5951319337,2019,Point Guard,New York Knicks
4075000,5114527.698376834,-1039527.6983768344,2019,Small Forward,Detroit Pistons
4068600,5304093.595131934,-1235493.5951319337,2019,Point Guard,Cleveland Cavaliers
3940402,5114527.698376834,-1174125.6983768344,2019,Small Forward,Detroit Pistons
3844760,5177716.330628544,-1332956.330628544,2019,Shooting Guard,Sacramento Kings
3819960,5304093.595131934,-1484133.5951319337,2019,Point Guard,New York Knicks
3739920,5114527.698376834,-1374607.6983768344,2019,Small Forward,New York Knicks
3710850,5304093.595131934,-1593243.5951319337,2019,Point Guard,Dallas Mavericks
3651480,5493659.491887063,-1842179.4918870628,2019,Center,Houston Rockets
3628920,5240904.962880224,-1611984.962880224,2019,Power Forward,Portland Trail Blazers
3627842,5493659.491887063,-1865817.4918870628,2019,Center,Charlotte Hornets
3552960,5114527.698376834,-1561567.6983768344,2019,Small Forward,Phoenix Suns
3500000,5114527.698376834,-1614527.6983768344,2019,Small Forward,Los Angeles Lakers
3499800,5304093.595131934,-1804293.5951319337,2019,Point Guard,Denver Nuggets
3472887,5114527.698376834,-1641640.6983768344,2019,Small Forward,Portland Trail Blazers
3454500,5367282.227383643,-1912782.2273836434,2019,Guard,Toronto Raptors
3448926,5114527.698376834,-1665601.6983768344,2019,Small Forward,Miami Heat
3447480,5177716.330628544,-1730236.330628544,2019,Shooting Guard,Charlotte Hornets
3410284,5493659.491887063,-2083375.4918870628,2019,Center,Indiana Pacers
3382000,5367282.227383643,-1985282.2273836434,2019,Guard,New York Knicks
3382000,5493659.491887063,-2111659.491887063,2019,Center,Milwaukee Bucks
3375360,5177716.330628544,-1802356.330628544,2019,Shooting Guard,LA Clippers
3364249,5493659.491887063,-2129410.491887063,2019,Center,Denver Nuggets
3360000,5430470.859635353,-2070470.859635353,2019,Forward,Utah Jazz
3314365,5177716.330628544,-1863351.330628544,2019,Shooting Guard,Phoenix Suns
3275280,5177716.330628544,-1902436.330628544,2019,Shooting Guard,Detroit Pistons
3263294,5304093.595131934,-2040799.5951319337,2019,Point Guard,Cleveland Cavaliers
3258539,5177716.330628544,-1919177.330628544,2019,Shooting Guard,Phoenix Suns
3208630,5114527.698376834,-1905897.6983768344,2019,Small Forward,Washington Wizards
3206640,5114527.698376834,-1907887.6983768344,2019,Small Forward,Charlotte Hornets
3206160,5493659.491887063,-2287499.491887063,2019,Center,Houston Rockets
3129187,5177716.330628544,-2048529.330628544,2019,Shooting Guard,Washington Wizards
3125000,5177716.330628544,-2052716.330628544,2019,Shooting Guard,San Antonio Spurs
3111480,5177716.330628544,-2066236.330628544,2019,Shooting Guard,Utah Jazz
3050390,5304093.595131934,-2253703.5951319337,2019,Point Guard,Boston Celtics
3046200,5177716.330628544,-2131516.330628544,2019,Shooting Guard,LA Clippers
3000000,5304093.595131934,-2304093.5951319337,2019,Point Guard,Sacramento Kings
3000000,5304093.595131934,-2304093.5951319337,2019,Point Guard,New Orleans Pelicans
2955840,5240904.962880224,-2285064.962880224,2019,Power Forward,Miami Heat
2947320,5493659.491887063,-2546339.491887063,2019,Center,San Antonio Spurs
2894160,5240904.962880224,-2346744.962880224,2019,Power Forward,Denver Nuggets
2807880,5114527.698376834,-2306647.6983768344,2019,Small Forward,Sacramento Kings
2799720,5493659.491887063,-2693939.491887063,2019,Center,Milwaukee Bucks
2795000,5177716.330628544,-2382716.330628544,2019,Shooting Guard,Portland Trail Blazers
2775000,5114527.698376834,-2339527.6983768344,2019,Small Forward,Cleveland Cavaliers
2760095,5430470.859635353,-2670375.859635353,2019,Forward,Washington Wizards
2749080,5114527.698376834,-2365447.6983768344,2019,Small Forward,Washington Wizards
2667600,5493659.491887063,-2826059.491887063,2019,Center,Philadelphia 76ers
2667600,5430470.859635353,-2762870.859635353,2019,Forward,Boston Celtics
2659800,5240904.962880224,-2581104.962880224,2019,Power Forward,Indiana Pacers
2639314,5304093.595131934,-2664779.5951319337,2019,Point Guard,Orlando Magic
2536898,5304093.595131934,-2767195.5951319337,2019,Point Guard,Memphis Grizzlies
2534280,5240904.962880224,-2706624.962880224,2019,Power Forward,Milwaukee Bucks
2526840,5240904.962880224,-2714064.962880224,2019,Power Forward,Philadelphia 76ers
2526840,5177716.330628544,-2650876.330628544,2019,Shooting Guard,Philadelphia 76ers
2526840,5240904.962880224,-2714064.962880224,2019,Power Forward,Atlanta Hawks
2516048,5430470.859635353,-2914422.859635353,2019,Forward,Atlanta Hawks
2500000,5367282.227383643,-2867282.2273836434,2019,Guard,San Antonio Spurs
2500000,5114527.698376834,-2614527.6983768344,2019,Small Forward,Los Angeles Lakers
2494346,5240904.962880224,-2746558.962880224,2019,Power Forward,Washington Wizards
2487000,5430470.859635353,-2943470.859635353,2019,Forward,San Antonio Spurs
2481000,5177716.330628544,-2696716.330628544,2019,Shooting Guard,Milwaukee Bucks
2470357,5114527.698376834,-2644170.6983768344,2019,Small Forward,Brooklyn Nets
2445085,5493659.491887063,-3048574.491887063,2019,Center,Philadelphia 76ers
2445085,5493659.491887063,-3048574.491887063,2019,Center,Cleveland Cavaliers
2444053,5304093.595131934,-2860040.5951319337,2019,Point Guard,Minnesota Timberwolves
2416222,5430470.859635353,-3014248.859635353,2019,Forward,Orlando Magic
2407560,5240904.962880224,-2833344.962880224,2019,Power Forward,Indiana Pacers
2383076,5177716.330628544,-2794640.330628544,2019,Shooting Guard,Miami Heat
2357160,5177716.330628544,-2820556.330628544,2019,Shooting Guard,San Antonio Spurs
2299080,5240904.962880224,-2941824.962880224,2019,Power Forward,Atlanta Hawks
2280600,5177716.330628544,-2897116.330628544,2019,Shooting Guard,Chicago Bulls
2272391,5240904.962880224,-2968513.962880224,2019,Power Forward,Cleveland Cavaliers
2250960,5177716.330628544,-2926756.330628544,2019,Shooting Guard,Atlanta Hawks
2222803,5367282.227383643,-3144479.2273836434,2019,Guard,Milwaukee Bucks
2207040,5493659.491887063,-3286619.491887063,2019,Center,Sacramento Kings
2205000,5114527.698376834,-2909527.6983768344,2019,Small Forward,New Orleans Pelicans
2166360,5240904.962880224,-3074544.962880224,2019,Power Forward,Denver Nuggets
2160720,5114527.698376834,-2953807.6983768344,2019,Small Forward,Minnesota Timberwolves
2150000,5304093.595131934,-3154093.5951319337,2019,Point Guard,Utah Jazz
2118840,5114527.698376834,-2995687.6983768344,2019,Small Forward,Oklahoma City Thunder
2074320,5177716.330628544,-3103396.330628544,2019,Shooting Guard,Utah Jazz
2054856,5367282.227383643,-3312426.2273836434,2019,Guard,Chicago Bulls
2034120,5114527.698376834,-3080407.6983768344,2019,Small Forward,Toronto Raptors
2034120,5493659.491887063,-3459539.491887063,2019,Center,Brooklyn Nets
2000000,5177716.330628544,-3177716.330628544,2019,Shooting Guard,Sacramento Kings
2000000,5114527.698376834,-3114527.6983768344,2019,Small Forward,Denver Nuggets
1990520,5114527.698376834,-3124007.6983768344,2019,Small Forward,Chicago Bulls
1952760,5493659.491887063,-3540899.491887063,2019,Center,Cleveland Cavaliers
1942422,5304093.595131934,-3361671.5951319337,2019,Point Guard,Brooklyn Nets
1911960,5304093.595131934,-3392133.5951319337,2019,Point Guard,Indiana Pacers
1874640,5430470.859635353,-3555830.859635353,2019,Forward,Denver Nuggets
1795015,5367282.227383643,-3572267.2273836434,2019,Guard,Miami Heat
1795015,5304093.595131934,-3509078.5951319337,2019,Point Guard,New York Knicks
1773840,5177716.330628544,-3403876.330628544,2019,Shooting Guard,Denver Nuggets
1762080,5114527.698376834,-3352447.6983768344,2019,Small Forward,Los Angeles Lakers
1760520,5177716.330628544,-3417196.330628544,2019,Shooting Guard,Portland Trail Blazers
1757429,5493659.491887063,-3736230.491887063,2019,Center,Oklahoma City Thunder
1740000,5240904.962880224,-3500904.962880224,2019,Power Forward,Sacramento Kings
1740000,5177716.330628544,-3437716.330628544,2019,Shooting Guard,Philadelphia 76ers
1703649,5177716.330628544,-3474067.330628544,2019,Shooting Guard,Philadelphia 76ers
1702800,5177716.330628544,-3474916.330628544,2019,Shooting Guard,Brooklyn Nets
1690000,5240904.962880224,-3550904.962880224,2019,Power Forward,Philadelphia 76ers
1689840,5240904.962880224,-3551064.962880224,2019,Power Forward,Los Angeles Lakers
1679520,5493659.491887063,-3814139.491887063,2019,Center,Utah Jazz
1667160,5304093.595131934,-3636933.5951319337,2019,Point Guard,San Antonio Spurs
1656092,5304093.595131934,-3648001.5951319337,2019,Point Guard,Brooklyn Nets
1656092,5367282.227383643,-3711190.2273836434,2019,Guard,Chicago Bulls
1656092,5367282.227383643,-3711190.2273836434,2019,Guard,Memphis Grizzlies
1655160,5114527.698376834,-3459367.6983768344,2019,Small Forward,Los Angeles Lakers
1654440,5493659.491887063,-3839219.491887063,2019,Center,Boston Celtics
1644240,5177716.330628544,-3533476.330628544,2019,Shooting Guard,Golden State Warriors
1641000,5177716.330628544,-3536716.330628544,2019,Shooting Guard,Milwaukee Bucks
1634640,5177716.330628544,-3543076.330628544,2019,Shooting Guard,Atlanta Hawks
1632240,5177716.330628544,-3545476.330628544,2019,Shooting Guard,Brooklyn Nets
1621415,5114527.698376834,-3493112.6983768344,2019,Small Forward,Philadelphia 76ers
1620480,5240904.962880224,-3620424.962880224,2019,Power Forward,Atlanta Hawks
1619260,5493659.491887063,-3874399.491887063,2019,Center,New York Knicks
1618320,5114527.698376834,-3496207.6983768344,2019,Small Forward,Brooklyn Nets
1600520,5493659.491887063,-3893139.491887063,2019,Center,Phoenix Suns
1600520,5304093.595131934,-3703573.5951319337,2019,Point Guard,Philadelphia 76ers
1600520,5367282.227383643,-3766762.2273836434,2019,Guard,Detroit Pistons
1569360,5367282.227383643,-3797922.2273836434,2019,Guard,Toronto Raptors
1567707,5493659.491887063,-3925952.491887063,2019,Center,New Orleans Pelicans
1544951,5493659.491887063,-3948708.491887063,2019,Center,Charlotte Hornets
1544951,5240904.962880224,-3695953.962880224,2019,Power Forward,Toronto Raptors
1544951,5304093.595131934,-3759142.5951319337,2019,Point Guard,San Antonio Spurs
1544951,5493659.491887063,-3948708.491887063,2019,Center,Portland Trail Blazers
1544951,5493659.491887063,-3948708.491887063,2019,Center,Portland Trail Blazers
1544951,5240904.962880224,-3695953.962880224,2019,Power Forward,New Orleans Pelicans
1544951,5177716.330628544,-3632765.330628544,2019,Shooting Guard,Oklahoma City Thunder
1544951,5114527.698376834,-3569576.6983768344,2019,Small Forward,Portland Trail Blazers
1544951,5304093.595131934,-3759142.5951319337,2019,Point Guard,Golden State Warriors
1544951,5493659.491887063,-3948708.491887063,2019,Center,Los Angeles Lakers
1544951,5177716.330628544,-3632765.330628544,2019,Shooting Guard,Miami Heat
1544951,5367282.227383643,-3822331.2273836434,2019,Guard,Portland Trail Blazers
1544951,5304093.595131934,-3759142.5951319337,2019,Point Guard,Milwaukee Bucks
1544951,5367282.227383643,-3822331.2273836434,2019,Guard,Memphis Grizzlies
1544951,5114527.698376834,-3569576.6983768344,2019,Small Forward,Dallas Mavericks
1544951,5430470.859635353,-3885519.859635353,2019,Forward,Chicago Bulls
1544951,5367282.227383643,-3822331.2273836434,2019,Guard,Memphis Grizzlies
1544951,5240904.962880224,-3695953.962880224,2019,Power Forward,Sacramento Kings
1544951,5493659.491887063,-3948708.491887063,2019,Center,Golden State Warriors
1544951,5430470.859635353,-3885519.859635353,2019,Forward,Atlanta Hawks
1512601,5367282.227383643,-3854681.2273836434,2019,Guard,Charlotte Hornets
1512601,5430470.859635353,-3917869.859635353,2019,Forward,Memphis Grizzlies
1512601,5114527.698376834,-3601926.6983768344,2019,Small Forward,Utah Jazz
1512601,5367282.227383643,-3854681.2273836434,2019,Guard,Oklahoma City Thunder
1512601,5430470.859635353,-3917869.859635353,2019,Forward,San Antonio Spurs
1512601,5430470.859635353,-3917869.859635353,2019,Forward,Sacramento Kings
1512601,5240904.962880224,-3728303.962880224,2019,Power Forward,Houston Rockets
1512601,5430470.859635353,-3917869.859635353,2019,Forward,Philadelphia 76ers
1512601,5177716.330628544,-3665115.330628544,2019,Shooting Guard,Cleveland Cavaliers
1512601,5177716.330628544,-3665115.330628544,2019,Shooting Guard,Phoenix Suns
1512601,5430470.859635353,-3917869.859635353,2019,Forward,Minnesota Timberwolves
1512601,5367282.227383643,-3854681.2273836434,2019,Guard,Phoenix Suns
1512601,5114527.698376834,-3601926.6983768344,2019,Small Forward,Miami Heat
1512601,5240904.962880224,-3728303.962880224,2019,Power Forward,Miami Heat
1512601,5367282.227383643,-3854681.2273836434,2019,Guard,Miami Heat
1512601,5493659.491887063,-3981058.491887063,2019,Center,Los Angeles Lakers
1512601,5304093.595131934,-3791492.5951319337,2019,Point Guard,Denver Nuggets
1512601,5240904.962880224,-3728303.962880224,2019,Power Forward,Washington Wizards
1512601,5240904.962880224,-3728303.962880224,2019,Power Forward,Golden State Warriors
1512601,5430470.859635353,-3917869.859635353,2019,Forward,Golden State Warriors
1512601,5240904.962880224,-3728303.962880224,2019,Power Forward,Milwaukee Bucks
1512601,5304093.595131934,-3791492.5951319337,2019,Point Guard,Minnesota Timberwolves
1512601,5367282.227383643,-3854681.2273836434,2019,Guard,Detroit Pistons
1512601,5493659.491887063,-3981058.491887063,2019,Center,Detroit Pistons
